Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Region
2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0,South
2019,Dallas,TX,Passenger,1,0,1,213,214,0.47,South
2018,Portsmouth,VA,Passenger,0,1,1,70,71,1.41,South
2018,Duval,FL,Passenger,1,2,3,384,387,0.78,South
2019,Ventura,CA,Passenger,0,2,2,311,313,0.64,West
2022,Coryell,TX,Passenger,1,0,1,91,92,1.09,South
2020,Williams,ND,Passenger,0,1,1,11,12,8.33,Midwest
2018,Sedgwick,KS,Passenger,0,1,1,106,107,0.93,Midwest
2018,Prince George,VA,Passenger,0,1,1,74,75,1.33,South
2017,San Mateo,CA,Passenger,0,1,1,177,178,0.56,West
2022,Arlington,VA,Passenger,1,0,1,112,113,0.88,South
2022,Douglas,NE,Passenger,1,2,3,39,42,7.14,Midwest
2018,Hardin,KY,Passenger,0,1,1,118,119,0.84,South
2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55,South
2021,Carroll,MD,Passenger,0,1,1,19,20,5.0,Northeast
2018,Queens,NY,Passenger,1,0,1,61,62,1.61,Northeast
2020,Lake,FL,Passenger,1,0,1,20,21,4.76,South
2017,Saratoga,NY,Passenger,1,1,2,71,73,2.74,Northeast
2022,Elmore,ID,Passenger,1,0,1,16,17,5.88,West
2019,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2018,Fairfax,VA,Passenger,3,2,5,825,830,0.6,South
2018,Cumberland,NC,Passenger,0,1,1,527,528,0.19,South
2019,Travis,TX,Passenger,2,1,3,205,208,1.44,South
2019,Bucks,PA,Passenger,1,0,1,20,21,4.76,Northeast
2021,Orange,FL,Passenger,2,0,2,111,113,1.77,South
2022,Sumter,SC,Passenger,0,1,1,36,37,2.7,South
2018,Frederick,MD,Passenger,0,1,1,89,90,1.11,Northeast
2021,Sumter,SC,Passenger,0,1,1,36,37,2.7,South
2018,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2022,Danville,VA,Passenger,1,0,1,0,1,100.0,South
2019,Riverside,CA,Passenger,3,2,5,649,654,0.76,West
2019,Prince George's,MD,Passenger,1,1,2,178,180,1.11,Northeast
2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02,South
2017,Missoula,MT,Passenger,1,0,1,80,81,1.23,West
2018,Lane,OR,Passenger,0,1,1,179,180,0.56,West
2019,Dallas,TX,Passenger,1,0,1,213,214,0.47,South
2021,El Paso,TX,Passenger,2,0,2,356,358,0.56,South
2020,Brevard,FL,Passenger,0,1,1,90,91,1.1,South
2019,Bucks,PA,Passenger,1,0,1,23,24,4.17,Northeast
2020,Rockingham,NH,Passenger,1,0,1,28,29,3.45,Northeast
2019,Alexandria,VA,Passenger,1,0,1,146,147,0.68,South
2019,Boulder,CO,Passenger,1,0,1,48,49,2.04,West
2018,Oldham,KY,Passenger,0,1,1,5,6,16.67,South
2022,Eagle,CO,Passenger,1,0,1,8,9,11.11,West
2022,Sonoma,CA,Passenger,1,1,2,72,74,2.7,West
2021,Hillsborough,FL,Passenger,0,1,1,166,167,0.6,South
2018,Duval,FL,Passenger,1,2,3,376,379,0.79,South
2022,Harrison,MS,Passenger,2,0,2,44,46,4.35,South
2018,Orange,CA,Passenger,4,1,5,569,574,0.87,West
2020,Kings,NY,Passenger,1,0,1,63,64,1.56,Northeast
2022,Burlington,NJ,Passenger,0,1,1,109,110,0.91,Northeast
2017,Montgomery,TX,Passenger,1,0,1,62,63,1.59,South
2017,Virginia Beach,VA,Passenger,2,1,3,674,677,0.44,South
2017,Carroll,NH,Passenger,0,1,1,1,2,50.0,Northeast
2019,Polk,FL,Passenger,1,0,1,65,66,1.52,South
2018,Nassau,NY,Passenger,3,0,3,38,41,7.32,Northeast
2019,Broward,FL,Passenger,2,1,3,127,130,2.31,South
2022,Newport News,VA,Passenger,1,0,1,99,100,1.0,South
2021,San Joaquin,CA,Passenger,1,0,1,110,111,0.9,West
2018,Lee,AL,Passenger,1,0,1,36,37,2.7,South
2019,Bergen,NJ,Passenger,1,0,1,27,28,3.57,Northeast
2020,Los Angeles,CA,Passenger,7,11,18,1059,1077,1.67,West
2018,Jefferson,NY,Passenger,0,1,1,226,227,0.44,Northeast
2021,Deschutes,OR,Passenger,1,0,1,105,106,0.94,West
2020,Hudson,NJ,Passenger,1,0,1,41,42,2.38,Northeast
2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08,Midwest
2020,Monroe,IL,Passenger,1,0,1,4,5,20.0,Midwest
2021,Hillsborough,FL,Passenger,0,2,2,144,146,1.37,South
2018,Montgomery,MD,Passenger,1,0,1,287,288,0.35,Northeast
2017,DeKalb,GA,Passenger,1,0,1,92,93,1.08,South
2018,Charles,MD,Passenger,0,1,1,83,84,1.19,Northeast
2017,El Paso,TX,Passenger,1,0,1,546,547,0.18,South
2019,Pinal,AZ,Passenger,1,0,1,190,191,0.52,West
2021,Charles,MD,Passenger,1,1,2,71,73,2.74,Northeast
2017,Richmond,GA,Passenger,0,1,1,94,95,1.05,South
2019,Manatee,FL,Passenger,1,0,1,36,37,2.7,South
2019,Manatee,FL,Passenger,1,0,1,33,34,2.94,South
2023,District of Columbia,DC,Passenger,3,0,3,154,157,1.91,
2021,Clinton,PA,Passenger,1,0,1,0,1,100.0,Northeast
2022,Suffolk,VA,Passenger,1,0,1,121,122,0.82,South
2020,Norfolk,VA,Passenger,2,3,5,346,351,1.42,South
2022,Maricopa,AZ,Passenger,7,3,10,801,811,1.23,West
2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69,Midwest
2017,Maui,HI,Passenger,1,0,1,68,69,1.45,West
2021,District of Columbia,DC,Passenger,5,1,6,196,202,2.97,
2023,Loudoun,VA,Passenger,3,0,3,56,59,5.08,South
2021,Manassas,VA,Passenger,0,1,1,7,8,12.5,South
2022,Williamsburg,VA,Passenger,0,1,1,6,7,14.29,South
2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.0,Midwest
2021,Eagle,CO,Passenger,1,0,1,9,10,10.0,West
2017,Deschutes,OR,Passenger,1,0,1,198,199,0.5,West
2022,Coryell,TX,Passenger,1,0,1,93,94,1.06,South
2019,Solano,CA,Passenger,1,0,1,212,213,0.47,West
2019,Fort Bend,TX,Passenger,1,0,1,47,48,2.08,South
2023,Newport News,VA,Passenger,1,0,1,93,94,1.06,South
2018,Juneau,AK,Passenger,0,1,1,45,46,2.17,West
2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33,West
2021,Ray,MO,Passenger,0,1,1,1,2,50.0,Midwest
2019,Franklin,MA,Passenger,0,1,1,1,2,50.0,Northeast
2021,Duval,FL,Passenger,0,2,2,359,361,0.55,South
2019,Pima,AZ,Passenger,1,1,2,412,414,0.48,West
2021,Douglas,CO,Passenger,0,1,1,79,80,1.25,West
2020,Sacramento,CA,Passenger,2,0,2,243,245,0.82,West
2021,Denton,TX,Passenger,1,0,1,77,78,1.28,South
2022,Richmond,GA,Passenger,0,1,1,65,66,1.52,South
2021,Goochland,VA,Passenger,3,2,5,199,204,2.45,South
2022,Calvert,MD,Passenger,0,2,2,78,80,2.5,Northeast
2022,Hawaii,HI,Passenger,1,0,1,37,38,2.63,West
2020,Duval,FL,Passenger,0,2,2,362,364,0.55,South
2021,Kings,CA,Passenger,1,0,1,328,329,0.3,West
2018,Douglas,NE,Passenger,0,1,1,71,72,1.39,Midwest
2023,Yellowstone,MT,Passenger,0,1,1,13,14,7.14,West
2021,Montgomery,TX,Passenger,1,1,2,43,45,4.44,South
2017,Lane,OR,Passenger,0,1,1,217,218,0.46,West
2018,Norfolk,VA,Passenger,2,2,4,337,341,1.17,South
2019,St. Mary's,MD,Passenger,1,0,1,220,221,0.45,Northeast
2022,Deschutes,OR,Passenger,1,0,1,71,72,1.39,West
2021,Hennepin,MN,Passenger,3,0,3,71,74,4.05,Midwest
2020,Williamson,TX,Passenger,0,2,2,129,131,1.53,South
2023,Santa Cruz,CA,Passenger,1,0,1,16,17,5.88,West
2022,Wilson,NC,Passenger,1,0,1,0,1,100.0,South
2021,Harris,TX,Passenger,1,1,2,192,194,1.03,South
2020,Rockingham,NH,Passenger,1,0,1,27,28,3.57,Northeast
2023,Placer,CA,Passenger,1,0,1,60,61,1.64,West
2021,Rogers,OK,Passenger,1,0,1,3,4,25.0,South
2023,Adams,CO,Passenger,1,0,1,24,25,4.0,West
2017,Nueces,TX,Passenger,0,1,1,99,100,1.0,South
2018,Bucks,PA,Passenger,1,0,1,18,19,5.26,Northeast
2020,Williams,ND,Passenger,0,1,1,11,12,8.33,Midwest
2022,Spartanburg,SC,Passenger,0,1,1,42,43,2.33,South
2023,Rockdale,GA,Passenger,1,0,1,6,7,14.29,South
2023,Oldham,KY,Passenger,0,1,1,3,4,25.0,South
2019,Bexar,TX,Passenger,3,5,8,667,675,1.19,South
2022,St. Mary's,MD,Passenger,1,0,1,196,197,0.51,Northeast
2021,Kern,CA,Passenger,0,1,1,217,218,0.46,West
2017,Dane,WI,Passenger,1,0,1,169,170,0.59,Midwest
2023,Vernon,LA,Passenger,1,0,1,74,75,1.33,South
2020,Fresno,CA,Passenger,1,0,1,185,186,0.54,West
2018,Juneau,AK,Passenger,0,1,1,42,43,2.33,West
2019,Sedgwick,KS,Passenger,0,1,1,103,104,0.96,Midwest
2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55,South
2021,Meade,KY,Passenger,1,0,1,22,23,4.35,South
2019,Shelby,OH,Passenger,0,1,1,1,2,50.0,Midwest
2019,Sumter,FL,Passenger,0,1,1,9,10,10.0,South
2018,Valencia,NM,Passenger,1,0,1,12,13,7.69,West
2017,Collier,FL,Passenger,1,0,1,21,22,4.55,South
2020,Duval,FL,Passenger,0,2,2,361,363,0.55,South
2022,Tarrant,TX,Passenger,1,0,1,109,110,0.91,South
2017,Dane,WI,Passenger,1,0,1,104,105,0.95,Midwest
2022,Montgomery,PA,Passenger,2,0,2,23,25,8.0,Northeast
2017,Clark,NV,Passenger,2,2,4,818,822,0.49,West
2019,Kalamazoo,MI,Passenger,1,0,1,15,16,6.25,Midwest
2022,New Haven,CT,Passenger,0,2,2,28,30,6.67,Northeast
2017,Carroll,NH,Passenger,0,1,1,0,1,100.0,Northeast
2018,Charleston,SC,Passenger,1,0,1,127,128,0.78,South
2020,Maricopa,AZ,Passenger,7,8,15,1494,1509,0.99,West
2020,Dakota,MN,Passenger,0,1,1,32,33,3.03,Midwest
2023,Madison,IL,Passenger,1,0,1,14,15,6.67,Midwest
2020,Kent,MI,Passenger,0,1,1,24,25,4.0,Midwest
2023,Lake,IN,Passenger,0,1,1,7,8,12.5,Midwest
2020,Cochise,AZ,Passenger,0,1,1,102,103,0.97,West
2019,Guadalupe,TX,Passenger,1,0,1,75,76,1.32,South
2018,Hamilton,TN,Passenger,1,0,1,21,22,4.55,South
2018,Collin,TX,Passenger,1,0,1,155,156,0.64,South
2022,Williams,ND,Passenger,0,1,1,7,8,12.5,Midwest
2022,Marion,IA,Passenger,1,0,1,0,1,100.0,Midwest
2023,Santa Barbara,CA,Passenger,1,0,1,62,63,1.59,West
2021,Placer,CA,Passenger,2,0,2,85,87,2.3,West
2023,Escambia,FL,Passenger,0,1,1,108,109,0.92,South
2017,Jackson,MO,Passenger,1,0,1,69,70,1.43,Midwest
2023,Arapahoe,CO,Passenger,1,1,2,63,65,3.08,West
2022,Santa Cruz,CA,Passenger,1,0,1,24,25,4.0,West
2018,Portsmouth,VA,Passenger,0,1,1,77,78,1.28,South
2017,Nueces,TX,Passenger,0,1,1,92,93,1.08,South
2018,Twin Falls,ID,Passenger,0,1,1,24,25,4.0,West
2017,Eagle,CO,Passenger,1,0,1,7,8,12.5,West
2019,Honolulu,HI,Passenger,4,2,6,498,504,1.19,West
2022,Collier,FL,Passenger,1,0,1,13,14,7.14,South
2021,Travis,TX,Passenger,3,3,6,167,173,3.47,South
2021,Lake,IL,Passenger,2,0,2,163,165,1.21,Midwest
2023,Orange,FL,Passenger,1,0,1,48,49,2.04,South
2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33,Midwest
2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55,South
2020,Powhatan,VA,Passenger,1,0,1,0,1,100.0,South
2021,Middlesex,MA,Passenger,1,1,2,95,97,2.06,Northeast
2018,El Paso,CO,Passenger,2,0,2,768,770,0.26,West
2019,Hennepin,MN,Passenger,2,0,2,101,103,1.94,Midwest
2019,Prince George's,MD,Passenger,1,1,2,179,181,1.1,Northeast
2021,Milwaukee,WI,Passenger,1,0,1,38,39,2.56,Midwest
2019,Volusia,FL,Passenger,0,1,1,40,41,2.44,South
2021,Pinellas,FL,Passenger,1,1,2,98,100,2.0,South
2020,Erie,NY,Passenger,1,0,1,46,47,2.13,Northeast
2019,Manassas,VA,Passenger,0,1,1,8,9,11.11,South
2021,Greene,MO,Passenger,0,1,1,29,30,3.33,Midwest
2020,Lee,FL,Passenger,1,0,1,53,54,1.85,South
2019,Larimer,CO,Passenger,1,0,1,59,60,1.67,West
2021,Dallas,IA,Passenger,0,1,1,10,11,9.09,Midwest
2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.7,South
2018,Arlington,VA,Passenger,1,1,2,167,169,1.18,South
2022,Contra Costa,CA,Passenger,0,4,4,231,235,1.7,West
2021,St. Clair,IL,Passenger,2,0,2,120,122,1.64,Midwest
2021,Anchorage,AK,Passenger,1,0,1,144,145,0.69,West
2017,Franklin,OH,Passenger,0,1,1,123,124,0.81,Midwest
2020,Pinal,AZ,Passenger,1,0,1,184,185,0.54,West
2019,St. Mary's,MD,Passenger,1,0,1,216,217,0.46,Northeast
2019,Spartanburg,SC,Passenger,0,1,1,45,46,2.17,South
2018,Larimer,CO,Passenger,1,0,1,61,62,1.61,West
2019,Shelby,OH,Passenger,0,1,1,1,2,50.0,Midwest
2022,Louisa,VA,Passenger,0,1,1,1,2,50.0,South
2022,Tarrant,TX,Passenger,1,0,1,133,134,0.75,South
2017,Maricopa,AZ,Passenger,2,1,3,1649,1652,0.18,West
2017,Nassau,NY,Passenger,1,1,2,39,41,4.88,Northeast
2023,Ulster,NY,Passenger,1,0,1,7,8,12.5,Northeast
2019,Collier,FL,Passenger,1,0,1,18,19,5.26,South
2020,New London,CT,Passenger,1,2,3,245,248,1.21,Northeast
2019,Kern,CA,Passenger,0,1,1,218,219,0.46,West
2020,Shelby,TN,Passenger,0,1,1,92,93,1.08,South
2019,Calvert,MD,Passenger,0,2,2,93,95,2.11,Northeast
2022,Sonoma,CA,Passenger,1,1,2,76,78,2.56,West
2022,Leavenworth,KS,Passenger,0,1,1,107,108,0.93,Midwest
2018,Nassau,NY,Passenger,2,0,2,39,41,4.88,Northeast
2022,Washington,MD,Passenger,2,0,2,15,17,11.76,Northeast
2022,Richmond,NY,Passenger,1,0,1,4,5,20.0,Northeast
2021,Wichita,TX,Passenger,1,0,1,41,42,2.38,South
2017,Dallas,TX,Passenger,0,1,1,188,189,0.53,South
2020,Jefferson,CO,Passenger,0,1,1,62,63,1.59,West
2021,Loudoun,VA,Passenger,1,0,1,71,72,1.39,South
2017,Queens,NY,Passenger,1,0,1,62,63,1.59,Northeast
2023,Boulder,CO,Passenger,2,0,2,32,34,5.88,West
2022,Rock Island,IL,Passenger,0,1,1,12,13,7.69,Midwest
2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,
2019,Stafford,VA,Passenger,1,1,2,94,96,2.08,South
2019,Oldham,KY,Passenger,0,1,1,4,5,20.0,South
2019,Monroe,IL,Passenger,1,0,1,5,6,16.67,Midwest
2018,Santa Clara,CA,Passenger,7,1,8,393,401,2.0,West
2019,Pima,AZ,Passenger,1,1,2,410,412,0.49,West
2018,Allegheny,PA,Passenger,1,0,1,78,79,1.27,Northeast
2018,Middlesex,MA,Passenger,0,1,1,141,142,0.7,Northeast
2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33,West
2022,Allen,IN,Passenger,1,0,1,17,18,5.56,Midwest
2023,Hamilton,OH,Truck,1,0,1,2,3,33.33,Midwest
2021,Williamson,TX,Passenger,1,2,3,98,101,2.97,South
2022,Orange,FL,Passenger,2,0,2,92,94,2.13,South
2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5,South
2023,Bexar,TX,Passenger,2,2,4,335,339,1.18,South
2017,Orange,FL,Passenger,1,1,2,152,154,1.3,South
2023,San Joaquin,CA,Passenger,0,1,1,72,73,1.37,West
2017,Dale,AL,Passenger,0,1,1,62,63,1.59,South
2020,DuPage,IL,Passenger,3,0,3,65,68,4.41,Midwest
2019,Norfolk,MA,Passenger,1,0,1,36,37,2.7,Northeast
2021,Penobscot,ME,Passenger,0,1,1,9,10,10.0,Northeast
2022,Lincoln,OR,Passenger,0,1,1,19,20,5.0,West
2022,Boulder,CO,Passenger,2,0,2,35,37,5.41,West
2021,Anne Arundel,MD,Passenger,4,2,6,393,399,1.5,Northeast
2020,Harris,TX,Passenger,1,0,1,230,231,0.43,South
2020,Jefferson,NY,Passenger,0,1,1,206,207,0.48,Northeast
2021,Vigo,IN,Passenger,1,0,1,5,6,16.67,Midwest
2019,Guadalupe,TX,Passenger,1,0,1,75,76,1.32,South
2019,Osceola,FL,Passenger,1,0,1,41,42,2.38,South
2022,Bartow,GA,Passenger,0,1,1,3,4,25.0,South
2022,Harford,MD,Passenger,0,1,1,49,50,2.0,Northeast
2017,Orange,FL,Passenger,1,1,2,149,151,1.32,South
2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.7,West
2017,Tuolumne,CA,Passenger,0,1,1,14,15,6.67,West
2020,Lake,FL,Passenger,1,0,1,22,23,4.35,South
2023,Lee,AL,Passenger,1,0,1,14,15,6.67,South
2017,Norfolk,VA,Passenger,1,1,2,316,318,0.63,South
2018,San Francisco,CA,Passenger,0,1,1,130,131,0.76,West
2020,Denton,TX,Passenger,1,0,1,93,94,1.06,South
2023,Kern,CA,Passenger,1,1,2,187,189,1.06,West
2020,Richmond,GA,Passenger,0,1,1,92,93,1.08,South
2021,Maui,HI,Passenger,1,0,1,26,27,3.7,West
2019,Orange,CA,Passenger,7,2,9,523,532,1.69,West
2017,Clark,NV,Passenger,1,3,4,861,865,0.46,West
2019,Polk,FL,Passenger,1,0,1,66,67,1.49,South
2020,Prince William,VA,Passenger,2,3,5,231,236,2.12,South
2019,Allegheny,PA,Passenger,1,0,1,84,85,1.18,Northeast
2020,Penobscot,ME,Passenger,0,1,1,10,11,9.09,Northeast
2023,Larimer,CO,Passenger,1,0,1,32,33,3.03,West
2020,Rogers,OK,Passenger,1,0,1,4,5,20.0,South
2020,Lake,IL,Passenger,1,0,1,166,167,0.6,Midwest
2019,Goochland,VA,Passenger,1,1,2,252,254,0.79,South
2018,Klamath,OR,Passenger,1,0,1,34,35,2.86,West
2022,San Joaquin,CA,Passenger,1,1,2,92,94,2.13,West
2022,Washington,MD,Passenger,2,0,2,14,16,12.5,Northeast
2019,Guadalupe,TX,Passenger,1,0,1,72,73,1.37,South
2020,Kauai,HI,Passenger,1,0,1,16,17,5.88,West
2022,Carroll,MD,Passenger,0,1,1,19,20,5.0,Northeast
2020,Dallas,IA,Passenger,0,1,1,10,11,9.09,Midwest
2023,Portsmouth,VA,Passenger,0,1,1,58,59,1.69,South
2020,Lake,FL,Passenger,1,0,1,20,21,4.76,South
2019,Kern,CA,Passenger,0,1,1,222,223,0.45,West
2020,Placer,CA,Passenger,2,0,2,98,100,2.0,West
2020,Kern,CA,Passenger,0,1,1,219,220,0.45,West
2022,Saratoga,NY,Passenger,1,0,1,38,39,2.56,Northeast
2023,Hamilton,OH,Passenger,1,0,1,27,28,3.57,Midwest
2022,Bexar,TX,Passenger,5,3,8,411,419,1.91,South
2020,Denton,TX,Passenger,1,0,1,87,88,1.14,South
2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04,Midwest
2022,Stafford,VA,Passenger,3,1,4,82,86,4.65,South
2023,Lee,FL,Passenger,1,0,1,29,30,3.33,South
2021,Oldham,KY,Passenger,0,1,1,4,5,20.0,South
2022,Powhatan,VA,Passenger,1,0,1,1,2,50.0,South
2018,New Haven,CT,Passenger,0,1,1,50,51,1.96,Northeast
2022,Camden,NJ,Passenger,0,1,1,13,14,7.14,Northeast
2022,Okaloosa,FL,Passenger,0,1,1,105,106,0.94,South
2022,Gwinnett,GA,Passenger,1,0,1,58,59,1.69,South
2021,Hudson,NJ,Passenger,1,0,1,41,42,2.38,Northeast
2020,St. Clair,IL,Passenger,1,0,1,142,143,0.7,Midwest
2020,Denton,TX,Passenger,1,0,1,92,93,1.08,South
2022,Charles,MD,Passenger,1,1,2,56,58,3.45,Northeast
2020,Anne Arundel,MD,Passenger,1,2,3,438,441,0.68,Northeast
2020,Fulton,GA,Passenger,1,2,3,103,106,2.83,South
2019,St. Mary's,MD,Passenger,1,0,1,213,214,0.47,Northeast
2020,Maui,HI,Passenger,2,0,2,39,41,4.88,West
2019,San Mateo,CA,Passenger,2,1,3,129,132,2.27,West
2021,Washtenaw,MI,Passenger,1,0,1,33,34,2.94,Midwest
2020,Richmond,GA,Passenger,0,1,1,85,86,1.16,South
2020,Palm Beach,FL,Passenger,0,1,1,74,75,1.33,South
2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11,South
2020,Fairfax,VA,Passenger,5,3,8,738,746,1.07,South
2018,Santa Rosa,FL,Passenger,1,0,1,97,98,1.02,South
2018,San Mateo,CA,Passenger,1,1,2,135,137,1.46,West
2023,Deschutes,OR,Passenger,1,0,1,54,55,1.82,West
2017,Saratoga,NY,Passenger,1,1,2,72,74,2.7,Northeast
2020,Sedgwick,KS,Passenger,1,1,2,94,96,2.08,Midwest
2019,Harris,TX,Passenger,0,1,1,251,252,0.4,South
2019,Middlesex,MA,Passenger,1,1,2,120,122,1.64,Northeast
2019,Wilson,TX,Passenger,0,1,1,6,7,14.29,South
2018,Maui,HI,Passenger,1,0,1,55,56,1.79,West
2022,Allen,IN,Passenger,1,0,1,17,18,5.56,Midwest
2021,Montgomery,MD,Passenger,2,1,3,231,234,1.28,Northeast
2023,Howard,MD,Passenger,0,2,2,46,48,4.17,Northeast
2022,Miami-Dade,FL,Passenger,1,0,1,87,88,1.14,South
2023,Miami-Dade,FL,Passenger,1,0,1,63,64,1.56,South
2017,Ramsey,MN,Passenger,1,0,1,42,43,2.33,Midwest
2023,Middlesex,MA,Passenger,2,1,3,58,61,4.92,Northeast
2021,Carson City,NV,Passenger,1,0,1,11,12,8.33,West
2023,Bell,TX,Passenger,1,0,1,244,245,0.41,South
2022,Klamath,OR,Passenger,1,0,1,28,29,3.45,West
2017,Dakota,MN,Passenger,0,1,1,42,43,2.33,Midwest
2019,Fresno,CA,Passenger,1,0,1,195,196,0.51,West
2017,Orleans,LA,Passenger,0,1,1,50,51,1.96,South
2018,Gwinnett,GA,Passenger,0,1,1,86,87,1.15,South
2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.0,
2020,Bucks,PA,Passenger,1,0,1,22,23,4.35,Northeast
2022,Honolulu,HI,Passenger,3,3,6,333,339,1.77,West
2021,Penobscot,ME,Passenger,0,1,1,9,10,10.0,Northeast
2019,Juneau,AK,Passenger,0,2,2,27,29,6.9,West
2017,Eagle,CO,Passenger,1,0,1,6,7,14.29,West
2018,Los Angeles,CA,Passenger,5,3,8,1204,1212,0.66,West
2022,Leavenworth,KS,Passenger,0,1,1,97,98,1.02,Midwest
2022,St. Clair,IL,Passenger,2,0,2,109,111,1.8,Midwest
2021,Boulder,CO,Passenger,1,1,2,43,45,4.44,West
2021,Bernalillo,NM,Passenger,1,0,1,112,113,0.88,West
2020,Norfolk,VA,Passenger,2,2,4,354,358,1.12,South
2020,Henrico,VA,Passenger,0,1,1,19,20,5.0,South
2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69,Midwest
2021,Pinellas,FL,Passenger,0,1,1,93,94,1.06,South
2020,Frederick,MD,Passenger,1,1,2,76,78,2.56,Northeast
2022,Clinton,PA,Passenger,1,0,1,1,2,50.0,Northeast
2019,Wayne,MI,Passenger,0,1,1,64,65,1.54,Midwest
2022,Escambia,FL,Passenger,0,1,1,135,136,0.74,South
2020,Placer,CA,Passenger,2,0,2,91,93,2.15,West
2023,Miami-Dade,FL,Passenger,1,0,1,44,45,2.22,South
2023,Hillsborough,FL,Passenger,1,2,3,111,114,2.63,South
2019,Chesapeake,VA,Passenger,0,1,1,444,445,0.22,South
2022,Pennington,SD,Passenger,2,0,2,27,29,6.9,Midwest
2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03,South
2022,Ray,MO,Passenger,0,1,1,1,2,50.0,Midwest
2020,Ramsey,MN,Passenger,1,0,1,41,42,2.38,Midwest
2021,El Paso,TX,Passenger,3,0,3,366,369,0.81,South
2018,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2021,Queens,NY,Passenger,2,0,2,48,50,4.0,Northeast
2022,Shelby,OH,Passenger,0,1,1,2,3,33.33,Midwest
2021,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85,West
2021,Charleston,SC,Passenger,2,1,3,83,86,3.49,South
2020,Hamilton,IN,Passenger,1,0,1,41,42,2.38,Midwest
2017,Hardin,KY,Passenger,0,1,1,121,122,0.82,South
2021,Hawaii,HI,Passenger,1,0,1,51,52,1.92,West
2022,Kootenai,ID,Truck,1,0,1,34,35,2.86,West
2021,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2020,Dallas,IA,Passenger,0,1,1,10,11,9.09,Midwest
2017,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2020,Maricopa,AZ,Passenger,5,8,13,1361,1374,0.95,West
2021,Burlington,NJ,Passenger,0,1,1,119,120,0.83,Northeast
2022,Solano,CA,Passenger,2,0,2,156,158,1.27,West
2017,Madison,ID,Passenger,1,0,1,44,45,2.22,West
2022,Los Angeles,CA,Passenger,4,6,10,689,699,1.43,West
2017,Richmond,GA,Passenger,0,1,1,92,93,1.08,South
2017,Gwinnett,GA,Passenger,0,1,1,87,88,1.14,South
2021,Montgomery,PA,Passenger,2,0,2,23,25,8.0,Northeast
2019,Bexar,TX,Passenger,1,5,6,655,661,0.91,South
2018,St. Clair,IL,Passenger,0,1,1,154,155,0.65,Midwest
2022,Sarpy,NE,Passenger,1,0,1,55,56,1.79,Midwest
2023,Bryan,GA,Passenger,0,1,1,34,35,2.86,South
2022,Allen,IN,Passenger,1,0,1,16,17,5.88,Midwest
2019,Cook,IL,Passenger,1,0,1,247,248,0.4,Midwest
2022,Escambia,FL,Passenger,0,1,1,134,135,0.74,South
2017,Alameda,CA,Passenger,0,1,1,354,355,0.28,West
2017,Montgomery,PA,Passenger,1,0,1,38,39,2.56,Northeast
2017,Pima,AZ,Passenger,0,2,2,474,476,0.42,West
2023,Lee,AL,Passenger,1,0,1,14,15,6.67,South
2020,Williams,ND,Passenger,0,1,1,11,12,8.33,Midwest
2023,Dorchester,SC,Passenger,1,0,1,39,40,2.5,South
2021,Meade,KY,Passenger,1,0,1,23,24,4.17,South
2022,Fairfax,VA,Passenger,8,3,11,588,599,1.84,South
2023,Norfolk,VA,Passenger,3,2,5,272,277,1.81,South
2022,Portsmouth,VA,Passenger,0,1,1,74,75,1.33,South
2022,Anne Arundel,MD,Passenger,4,3,7,312,319,2.19,Northeast
2017,Portsmouth,VA,Passenger,0,1,1,64,65,1.54,South
2018,Brevard,FL,Passenger,0,1,1,98,99,1.01,South
2019,Douglas,NE,Passenger,0,1,1,60,61,1.64,Midwest
2022,Leavenworth,KS,Passenger,0,1,1,107,108,0.93,Midwest
2022,Spartanburg,SC,Passenger,0,1,1,49,50,2.0,South
